Area_num, Area_key, x_coord, y_coord, est_Intercept, se_Intercept, t_Intercept, est_LD, se_LD, t_LD, est_NDVI, se_NDVI, t_NDVI, est_RF, se_RF, t_RF, est_GP, se_GP, t_GP, est_CC1, se_CC1, t_CC1, est_TDS1, se_TDS1, t_TDS1, est_Sl1, se_Sl1, t_Sl1, est_DD1, se_DD1, t_DD1, est_Lf1, se_Lf1, t_Lf1, est_STC1, se_STC1, t_STC1, est_LULC1, se_LULC1, t_LULC1, est_Geol1, se_Geol1, t_Geol1, y, yhat, residual, std_residual, localR2, influence, CooksD
340,358,852664.6972,1705753,-51.269943,0.972074,-52.742859,0.442238,0.034387,12.860518,0.178422,0.042524,4.195776,0.008227,0.000884,9.301733,-0.021664,0.004598,-4.711502,0.298917,0.018329,16.308757,24.83029,0.481328,51.587092,0.018281,0.004618,3.95845,0.030753,0.004301,7.150778,-0.010748,0.002259,-4.756942,0.000319,0.000076,4.203851,0.002923,0.00246,1.188004,0.000259,0.000027,9.460509,0.192608,0.254686,-0.062078,-1.920987,0.970167,0.069213,0.001438
341,359,882664.6972,1711753,-10.729812,4.803845,-2.233588,0.093723,0.197408,0.474768,-0.034866,0.049522,-0.704067,0.004875,0.001229,3.965733,-0.055938,0.010824,-5.168032,1.210877,0.086746,13.958922,1.869059,2.64793,0.705857,0.003455,0.004661,0.741318,-0.001021,0.004302,-0.237403,0.00186,0.002909,0.639343,0.000076,0.000143,0.535297,0.001102,0.001754,0.628043,0.000018,0.000041,0.429576,1.009104,1.006287,0.002817,0.097222,0.992045,0.25171,0.000017
342,361,855664.6972,1717753,-40.218911,1.324224,-30.371681,0.088242,0.033957,2.598678,0.083391,0.045242,1.843247,-0.000134,0.000849,-0.157545,-0.001566,0.004728,-0.331249,0.77729,0.020601,37.729925,18.730891,0.700404,26.742975,-0.001863,0.005061,-0.368128,-0.011475,0.004016,-2.857544,-0.002346,0.002338,-1.003548,0.000117,0.000085,1.378329,0.004254,0.001866,2.280302,0.000135,0.000027,4.94381,0.151195,0.176275,-0.025079,-0.771541,0.984246,0.058251,0.000193
343,362,861664.6972,1677753,-15.312076,1.453185,-10.53691,-1.979799,0.104228,-18.994873,0.014596,0.036735,0.397338,0.011836,0.00062,19.098868,-0.002791,0.003161,-0.883038,1.306549,0.026651,49.024605,3.455203,0.778805,4.436547,-0.004337,0.004452,-0.974145,-0.015408,0.003911,-3.940129,-0.006524,0.002255,-2.89371,0.000062,0.000109,0.573261,-0.013818,0.002716,-5.08853,0.000247,0.000037,6.72274,0.862846,0.829984,0.032862,0.995538,0.985457,0.028857,0.000154
344,363,823664.6972,1676753,-12.500061,1.229534,-10.166504,1.401069,0.222724,6.29061,-0.059248,0.04627,-1.28049,0.0015,0.000894,1.677019,-0.018271,0.007059,-2.588476,1.293176,0.072724,17.781886,2.901678,0.676259,4.290777,-0.001942,0.004507,-0.430931,-0.002128,0.0038,-0.559987,0.000182,0.002313,0.078699,-0.000038,0.000096,-0.393008,0.000525,0.001151,0.455941,-0.000003,0.000036,-0.081827,-0.245156,-0.240109,-0.005048,-0.155594,0.967538,0.06189,0.000008
345,364,827060.7482,1704860.703,-12.235942,1.168747,-10.469279,0.448584,0.019586,22.903373,0.112651,0.039225,2.871928,0.01032,0.000832,12.400936,0.003809,0.005236,0.727465,1.374546,0.031192,44.066912,1.612548,0.68447,2.355909,-0.002187,0.004981,-0.439025,0.01124,0.003608,3.114956,-0.00512,0.002187,-2.340817,0.000092,0.000091,1.001551,0.002883,0.004806,0.599856,-0.000107,0.000031,-3.449881,0.198615,0.206262,-0.007647,-0.240825,0.982101,0.101306,0.000034
346,365,865664.6972,1707753,-26.543119,1.397699,-18.99058,-0.349724,0.052824,-6.62058,0.001607,0.046213,0.034776,-0.00022,0.001026,-0.21451,-0.006594,0.010089,-0.653601,0.880804,0.010522,83.708171,11.463872,0.654413,17.517796,0.00067,0.004444,0.15083,-0.004212,0.003918,-1.075071,-0.000277,0.002439,-0.113537,0.000015,0.000084,0.176483,-0.000019,0.001576,-0.011824,0.000019,0.000027,0.706513,0.662917,0.653144,0.009773,0.303172,0.997657,0.073809,0.000038
347,366,866664.6972,1698753,-27.041249,0.933107,-28.979809,-0.400201,0.077186,-5.184876,-0.004346,0.04228,-0.102797,-0.00201,0.001134,-1.772555,-0.014428,0.010437,-1.382447,0.769839,0.008043,95.710416,12.203854,0.408044,29.908175,0.002986,0.004273,0.698722,-0.00363,0.004079,-0.88978,0.00164,0.002431,0.67438,0.000131,0.000099,1.322188,0.000542,0.001798,0.301376,-0.000023,0.000031,-0.73334,0.902971,0.920794,-0.017823,-0.545795,0.99511,0.049545,0.000081
348,368,828664.6972,1689753,-18.888137,1.049208,-18.002276,0.440394,0.052357,8.411337,-0.007758,0.043496,-0.178371,0.006604,0.000866,7.628461,-0.007877,0.005746,-1.370861,1.437116,0.032627,44.047341,5.293946,0.56198,9.420169,-0.003368,0.004839,-0.69597,-0.012112,0.003269,-3.704743,-0.003553,0.002333,-1.522932,-0.00003,0.000082,-0.360459,0.001219,0.001532,0.795511,0.000095,0.00003,3.214551,-0.247085,-0.237966,-0.009118,-0.28308,0.985117,0.07523,0.000034
349,369,860664.6972,1713753,-35.999897,1.355502,-26.558345,-0.088171,0.045154,-1.952656,0.026275,0.048883,0.537495,-0.001564,0.000952,-1.642996,-0.031676,0.006723,-4.711798,0.826975,0.013071,63.266047,16.614407,0.664762,24.993017,-0.001001,0.005156,-0.194099,-0.009315,0.004091,-2.277216,-0.002377,0.002444,-0.972676,0.000022,0.000087,0.255961,0.002402,0.001791,1.341335,0.000098,0.000027,3.634452,0.238318,0.233604,0.004714,0.148724,0.990944,0.104636,0.000014
350,370,829664.6972,1687753,-20.501331,1.092646,-18.763014,0.396182,0.079343,4.993252,-0.021049,0.045064,-0.467097,0.005862,0.000972,6.033333,-0.006092,0.005898,-1.032935,1.445696,0.040458,35.733129,6.17826,0.594993,10.383746,-0.002322,0.004855,-0.478216,-0.009756,0.003556,-2.743902,-0.000656,0.002485,-0.263952,-0.000057,0.000085,-0.673054,0.000507,0.001537,0.329854,0.000056,0.000031,1.790253,-0.330214,-0.323938,-0.006276,-0.191482,0.983365,0.042666,0.000009
351,371,868664.6972,1699753,-29.084221,1.079703,-26.937254,-0.560223,0.079054,-7.086609,-0.032175,0.04489,-0.716749,0.002803,0.001186,2.363462,-0.011876,0.010964,-1.083195,0.817269,0.007891,103.576077,12.648946,0.476802,26.528745,0.001809,0.004305,0.420132,-0.008405,0.004262,-1.972138,-0.000126,0.002497,-0.05027,0.00007,0.000101,0.697348,0.000425,0.00175,0.243173,0.000006,0.000031,0.177982,0.968082,0.978275,-0.010193,-0.319022,0.996617,0.090093,0.000053
352,372,817664.6972,1675753,-8.452262,1.363299,-6.199859,1.743832,0.357075,4.883657,-0.026247,0.045697,-0.574369,-0.000583,0.000955,-0.610436,-0.021801,0.008455,-2.578551,1.344865,0.096106,13.993553,0.89369,0.739276,1.208871,-0.001321,0.005029,-0.262731,-0.002891,0.004203,-0.687984,0.000836,0.002455,0.34055,-0.000045,0.00011,-0.413724,0.000304,0.001204,0.252553,-0.000028,0.000047,-0.600398,-0.224592,-0.224497,-0.000095,-0.002892,0.976228,0.038053,0
353,373,820674.8488,1684742.332,-7.013082,1.76022,-3.984207,0.49367,0.12011,4.110148,-0.025464,0.042474,-0.59951,0.001174,0.00077,1.525282,-0.008322,0.006785,-1.226442,1.693734,0.050215,33.729624,-0.933705,0.943648,-0.989464,0.00157,0.004462,0.351888,-0.002798,0.003357,-0.833388,-0.00008,0.002216,-0.035972,-0.000122,0.000085,-1.423469,-0.000183,0.001237,-0.148297,-0.00004,0.000032,-1.228814,-0.210213,-0.210721,0.000508,0.015621,0.933212,0.056539,0
354,374,848664.6972,1679753,-37.744374,1.0796,-34.961437,0.803207,0.082734,9.708339,-0.170161,0.048849,-3.483414,0.007609,0.000681,11.179135,-0.003872,0.003668,-1.055366,0.884006,0.019472,45.399148,16.38575,0.548739,29.860741,0.006863,0.004176,1.643188,0.0341,0.003647,9.35075,-0.004898,0.002072,-2.364681,0.00053,0.000085,6.214438,-0.002273,0.001733,-1.311636,0.00019,0.000034,5.570876,0.49271,0.478807,0.013903,0.431644,0.992141,0.075342,0.00008
355,375,855664.6972,1682753,-10.63858,1.830165,-5.812909,-1.831822,0.132618,-13.812748,-0.014808,0.043631,-0.339381,0.006329,0.000715,8.849137,0.000259,0.003487,0.074287,1.419597,0.032574,43.581247,1.260299,0.977559,1.289231,0.000869,0.004285,0.202864,0.000675,0.003836,0.175823,-0.00107,0.002097,-0.510074,0.000323,0.000103,3.142657,-0.006203,0.002237,-2.77252,0.000127,0.000035,3.607125,0.995941,0.997435,-0.001494,-0.047066,0.987803,0.10242,0.000001
356,376,879794.5027,1716788.836,-27.34037,2.712684,-10.078714,-0.399403,0.064634,-6.179438,-0.080654,0.051305,-1.57206,0.005448,0.001133,4.808112,-0.043456,0.010094,-4.305072,0.908369,0.03118,29.132954,11.233948,1.40688,7.98501,0.00436,0.004407,0.989387,0.001625,0.0039,0.416566,0.001779,0.002734,0.650427,0.000013,0.000127,0.100981,0.000512,0.001576,0.324687,0,0.000036,-0.004068,1.124815,1.135255,-0.01044,-0.319597,0.993149,0.048988,0.000028
357,377,852664.6972,1670753,17.922549,5.214255,3.437221,-2.591046,0.313144,-8.274303,0.023,0.044535,0.516441,0.000599,0.001037,0.57742,-0.012907,0.005605,-2.302641,1.437617,0.066443,21.63678,-12.747426,2.752104,-4.631885,0.011002,0.004998,2.201292,0.013614,0.004908,2.774132,-0.008881,0.00264,-3.364129,-0.000039,0.00013,-0.296203,-0.006014,0.002496,-2.409269,0.000203,0.000041,4.91164,0.777709,0.798342,-0.020632,-0.66865,0.985352,0.151397,0.000418
358,378,881664.6972,1708753,-23.332635,2.806956,-8.312434,-0.586522,0.122368,-4.793113,0.002806,0.047314,0.059312,0.004071,0.001144,3.558696,-0.074974,0.010962,-6.839111,0.915857,0.040823,22.434707,9.305598,1.466621,6.344922,0.000794,0.004317,0.183805,-0.001251,0.004217,-0.296555,0.002497,0.002759,0.904844,0.000087,0.000134,0.648252,0.000706,0.001605,0.440032,0.000002,0.000035,0.055508,1.743377,1.812045,-0.068668,-2.138926,0.992256,0.081386,0.002124
359,379,859664.6972,1684753,-19.529483,1.35677,-14.394096,-1.522569,0.105943,-14.37159,-0.002796,0.041233,-0.067799,0.007924,0.000803,9.862548,0.000064,0.003383,0.018823,1.175204,0.029875,39.337851,6.302793,0.735187,8.573043,-0.004557,0.004288,-1.062848,0.004227,0.003584,1.179455,-0.001074,0.002094,-0.512851,0.000299,0.000102,2.92685,-0.00541,0.002012,-2.688613,0.000148,0.000031,4.705633,1.184256,1.16192,0.022336,0.695849,0.991031,0.081659,0.000226
360,380,844664.6972,1682753,-30.669421,0.995171,-30.818256,1.084324,0.06608,16.409169,-0.16486,0.042155,-3.91083,-0.002198,0.000954,-2.303246,-0.016237,0.004615,-3.518088,1.096568,0.018522,59.204363,13.166514,0.466821,28.204625,-0.010531,0.004162,-2.530296,0.01549,0.003621,4.277317,-0.000217,0.002197,-0.098883,0.000195,0.000084,2.317947,0.001992,0.001332,1.495565,0.000062,0.000032,1.924936,0.50809,0.518366,-0.010276,-0.314486,0.993456,0.048423,0.000026
361,381,852664.6972,1695753,-55.967538,0.926714,-60.39355,1.149346,0.04459,25.775698,0.063494,0.042918,1.479409,0.000457,0.000919,0.49706,0.020821,0.003752,5.549002,0.149714,0.017491,8.559677,28.39792,0.445219,63.784195,-0.01254,0.003997,-3.137092,0.011279,0.004207,2.680945,-0.006146,0.002225,-2.762462,0.000098,0.000083,1.175375,-0.004479,0.001675,-2.674131,0.000151,0.000029,5.161345,0.323572,0.360585,-0.037013,-1.15822,0.991088,0.089798,0.000694
362,382,834664.6972,1699753,-17.087924,1.231063,-13.880625,0.691223,0.026954,25.644198,0.026701,0.040264,0.663148,0.000214,0.000884,0.242102,0.002993,0.005392,0.555104,1.336649,0.034668,38.555916,5.237133,0.699222,7.489943,-0.002323,0.005109,-0.454734,0.004527,0.004057,1.115874,-0.002677,0.002424,-1.104052,0.000184,0.000089,2.067911,0.006417,0.003568,1.798745,-0.000055,0.000034,-1.593936,-0.127267,-0.108885,-0.018382,-0.575301,0.979724,0.090096,0.000172
363,383,828664.6972,1708753,-9.150738,1.425396,-6.419786,0.309033,0.021512,14.365645,0.218515,0.046741,4.675045,0.019314,0.00101,19.123594,-0.033112,0.006847,-4.836065,1.415689,0.039374,35.954782,-0.955628,0.858592,-1.113018,-0.004981,0.005454,-0.913356,0.018756,0.004268,4.394473,-0.006865,0.002458,-2.792951,0.000103,0.000106,0.97645,-0.004743,0.006484,-0.731525,-0.000139,0.000039,-3.58559,0.59254,0.620266,-0.027726,-0.845321,0.973871,0.041153,0.000161
364,384,847664.6972,1679753,-38.468353,1.058633,-36.337759,1.008998,0.082007,12.303837,-0.172085,0.048133,-3.575192,0.006496,0.000738,8.803104,-0.009149,0.003839,-2.382918,0.866265,0.019137,45.266756,16.909992,0.530474,31.877157,0.004092,0.004199,0.974473,0.032665,0.003603,9.066062,-0.004649,0.002082,-2.232747,0.000463,0.000086,5.385755,-0.001176,0.001635,-0.718988,0.000178,0.000035,5.031323,0.446937,0.43112,0.015817,0.486551,0.99213,0.058042,0.000076
365,385,817664.6972,1672753,-9.840061,1.321872,-7.444034,1.19753,0.227128,5.272495,-0.035617,0.044084,-0.807941,-0.000396,0.000946,-0.418829,-0.021744,0.007574,-2.870935,1.329921,0.091443,14.543638,1.631992,0.723037,2.257134,-0.001523,0.00494,-0.308209,-0.003351,0.00416,-0.805339,0.000688,0.002406,0.285916,-0.000048,0.000109,-0.438848,0.000514,0.001173,0.438429,-0.000016,0.000043,-0.356845,-0.230796,-0.229302,-0.001495,-0.046752,0.975965,0.088804,0.000001
366,386,868664.6972,1698753,-29.328904,0.902732,-32.489034,-0.534916,0.069797,-7.663906,-0.018396,0.041828,-0.439795,0.002243,0.001054,2.128248,-0.011396,0.009878,-1.15365,0.80347,0.007453,107.79806,12.86474,0.398992,32.243124,0.001788,0.004057,0.440787,-0.006424,0.00401,-1.601864,0.000457,0.002347,0.194545,0.000095,0.000096,0.991425,0.000231,0.001662,0.139194,-0.000002,0.000029,-0.065064,0.976844,0.982911,-0.006067,-0.186429,0.996479,0.055949,0.000011
367,387,836664.6972,1710753,-4.356454,1.386303,-3.142498,0.291542,0.015589,18.702081,0.268078,0.041966,6.387969,0.011354,0.000872,13.014947,-0.060265,0.007367,-8.180094,1.706269,0.034116,50.01324,-3.425623,0.792299,-4.32365,-0.017774,0.004869,-3.650702,0.027846,0.004376,6.363735,0.006331,0.002262,2.799242,0.000082,0.000093,0.883265,-0.000223,0.005505,-0.040537,-0.000291,0.000033,-8.927839,0.263889,0.248568,0.01532,0.471772,0.963943,0.060093,0.000075
368,388,866664.6972,1692753,-32.496213,0.824253,-39.425037,-0.410498,0.096512,-4.253346,0.034754,0.041867,0.830107,0.001871,0.001439,1.300349,0.013833,0.00412,3.357224,0.741448,0.010557,70.231145,14.666146,0.349541,41.958239,-0.001725,0.004625,-0.372949,0.001586,0.004195,0.377994,0.001934,0.002521,0.767246,0.000159,0.000116,1.373872,-0.001446,0.001926,-0.750517,-0.000021,0.000034,-0.608779,0.603144,0.620061,-0.016916,-0.517769,0.995632,0.048611,0.000072
369,389,851664.6972,1686753,-28.600789,1.122167,-25.487105,0.179053,0.078687,2.275512,-0.055995,0.044167,-1.267806,0.003115,0.001039,2.99726,-0.014154,0.003725,-3.800216,1.201628,0.025869,46.450999,11.304933,0.573146,19.724361,-0.00532,0.004134,-1.286881,0.020423,0.003723,5.485239,-0.000727,0.002102,-0.345646,0.000416,0.000087,4.76397,-0.002201,0.001602,-1.37423,0.000089,0.000029,3.034601,0.961672,0.94081,0.020861,0.642144,0.992577,0.059319,0.000136
370,390,870664.6972,1708753,-22.929503,1.699777,-13.489711,-0.446804,0.063303,-7.058184,-0.022123,0.047745,-0.463355,0.001843,0.001079,1.70734,-0.008447,0.009552,-0.884375,0.933473,0.013601,68.633078,9.255375,0.819888,11.288586,0.001951,0.004281,0.455687,-0.001719,0.003994,-0.430414,0.001056,0.002502,0.422015,0.000009,0.000096,0.09273,-0.001074,0.001422,-0.755469,-0.000023,0.000028,-0.829695,1.055568,1.043755,0.011813,0.367798,0.998914,0.080545,0.000062
371,391,816664.6972,1674753,-8.461792,1.356808,-6.236545,1.503385,0.311015,4.83381,-0.026514,0.046003,-0.576368,-0.000833,0.000984,-0.846595,-0.022367,0.008267,-2.705638,1.350768,0.097966,13.788084,0.911028,0.730126,1.247768,-0.001239,0.005066,-0.244622,-0.003643,0.004229,-0.861483,0.000879,0.002475,0.354932,-0.000046,0.000111,-0.419683,0.000318,0.001205,0.264279,-0.000027,0.000047,-0.571138,-0.224566,-0.219681,-0.004886,-0.148291,0.976312,0.032599,0.000004
372,392,880664.6972,1710753,-20.232023,3.622228,-5.585518,-0.425514,0.15512,-2.743125,-0.024728,0.047422,-0.521446,0.004873,0.001185,4.112609,-0.072347,0.010871,-6.655254,0.995029,0.059429,16.743231,7.399214,1.950444,3.793604,0.002711,0.004436,0.6111,-0.000879,0.004289,-0.204861,0.002314,0.002791,0.829246,0.000077,0.000136,0.567038,0.000923,0.001663,0.55506,0.000002,0.000036,0.041895,1.496363,1.505707,-0.009344,-0.296267,0.992336,0.113418,0.000059
373,393,842664.6972,1691753,-28.363642,0.99005,-28.64871,0.760315,0.049808,15.264897,-0.284784,0.040552,-7.022633,0.000538,0.000965,0.557724,-0.018208,0.005255,-3.464705,1.33087,0.03631,36.653,11.12443,0.564403,19.710082,-0.019896,0.00434,-4.584433,-0.005191,0.004289,-1.210501,-0.006251,0.002288,-2.731852,-0.000147,0.000079,-1.871135,0.004351,0.00141,3.086469,0.000125,0.000031,4.074922,-0.087498,-0.082984,-0.004514,-0.140545,0.989653,0.080522,0.000009
374,394,861664.6972,1708753,-27.79955,1.245159,-22.326107,-0.171855,0.046418,-3.702324,0.059027,0.045781,1.289325,-0.004936,0.000907,-5.442287,-0.02812,0.007803,-3.603585,0.830767,0.010101,82.244995,12.723438,0.584873,21.754178,-0.004117,0.004906,-0.839092,-0.006131,0.003931,-1.559454,-0.001636,0.002392,-0.683961,0.000041,0.000083,0.49936,0.002837,0.001608,1.764071,0.000089,0.000027,3.338451,0.321506,0.322453,-0.000947,-0.029759,0.991732,0.098086,0.000001
375,395,837664.6972,1683753,-25.592446,0.981661,-26.070548,0.568671,0.062912,9.039155,-0.064395,0.040113,-1.605343,-0.000253,0.000956,-0.264766,-0.010305,0.005098,-2.021501,1.332287,0.032254,41.306165,9.725182,0.501795,19.380768,-0.009212,0.004509,-2.042922,-0.002004,0.00339,-0.591068,0.002979,0.002377,1.253288,-0.000018,0.000086,-0.207821,0.001972,0.001248,1.580164,-0.000023,0.000036,-0.653497,-0.108158,-0.146148,0.03799,1.184496,0.99038,0.083178,0.000667
376,396,825664.6972,1710753,-7.351892,1.454274,-5.05537,0.148246,0.020419,7.260359,0.252882,0.048541,5.20962,0.026574,0.001044,25.45359,-0.016588,0.006321,-2.624155,1.460555,0.039933,36.575279,-2.753333,0.88014,-3.128289,-0.005748,0.005503,-1.044657,0.013814,0.004263,3.240656,-0.00765,0.00245,-3.122306,-0.00002,0.000109,-0.186243,-0.006613,0.006871,-0.962525,-0.000081,0.000038,-2.125838,0.469903,0.491958,-0.022055,-0.678645,0.971058,0.05869,0.00015
377,397,854664.6972,1689753,-40.583511,1.077576,-37.661847,0.385929,0.079207,4.872435,-0.008302,0.043153,-0.19239,0.002205,0.00106,2.079992,0.000684,0.003643,0.187797,0.664934,0.022308,29.806828,18.979928,0.542427,34.990767,-0.011276,0.004075,-2.767247,0.015671,0.003957,3.960632,-0.004243,0.002081,-2.038852,0.000392,0.000088,4.45178,-0.005069,0.001721,-2.944654,0.00023,0.00003,7.617807,0.994967,0.991559,0.003408,0.104881,0.992937,0.059174,0.000004
378,398,842664.6972,1710753,-14.855754,1.342722,-11.063908,0.355082,0.018208,19.501563,0.135966,0.042273,3.216364,0.007238,0.000966,7.49166,0.009709,0.004415,2.198874,1.354065,0.030383,44.566976,3.294438,0.726017,4.537687,-0.020223,0.004888,-4.137042,-0.009252,0.004398,-2.103533,0.003078,0.002274,1.353778,-0.000005,0.000089,-0.052667,0.012576,0.003686,3.411429,-0.000209,0.000032,-6.558177,0.353448,0.456588,-0.103139,-3.283855,0.970552,0.120777,0.007763
379,399,877664.6972,1709753,-21.79923,2.391191,-9.116473,-0.608805,0.09581,-6.35427,-0.01061,0.045649,-0.232434,0.003566,0.001061,3.359817,-0.087913,0.010647,-8.256893,0.929021,0.029118,31.905866,8.548016,1.228675,6.957098,0.001999,0.004106,0.486844,-0.000988,0.004024,-0.245487,0.002292,0.002645,0.866498,0.000071,0.000122,0.578089,0.000123,0.001578,0.078005,-0.000026,0.000032,-0.834154,1.453456,1.454633,-0.001177,-0.036975,0.994035,0.096883,0.000001
380,400,853664.6972,1697753,-58.208796,0.968781,-60.084567,0.795908,0.04558,17.461842,0.123008,0.043229,2.845516,0.006236,0.001002,6.225295,0.003131,0.004588,0.682334,0.091035,0.017718,5.138048,29.126641,0.457816,63.620797,-0.00467,0.004085,-1.143215,0.013502,0.004191,3.221562,-0.005142,0.002213,-2.32382,0.000198,0.000082,2.416089,-0.004378,0.001776,-2.465743,0.000138,0.000029,4.796338,0.209409,0.245505,-0.036097,-1.125065,0.986753,0.082515,0.000597
381,401,851664.6972,1715753,-47.213499,1.824081,-25.883443,0.115018,0.033139,3.470771,0.093005,0.049957,1.86172,0.012171,0.001512,8.04918,0.013688,0.005028,2.722517,0.62441,0.03502,17.830233,21.437035,0.941721,22.763671,-0.00661,0.005533,-1.19467,0.001484,0.004629,0.320629,-0.00319,0.002515,-1.268463,0.000122,0.000098,1.248518,0.004851,0.002413,2.010385,0.000119,0.000032,3.755412,0.003571,-0.012047,0.015618,0.483709,0.984297,0.070816,0.000093
382,402,866664.6972,1706753,-26.718896,1.412451,-18.916693,-0.397972,0.055823,-7.129171,-0.018402,0.045213,-0.407009,0.000841,0.001056,0.796842,-0.00424,0.009906,-0.428011,0.878414,0.010172,86.358987,11.454956,0.658036,17.407808,0.00155,0.004253,0.36442,-0.00481,0.00386,-1.246204,0.000007,0.002416,0.003013,0.000021,0.000085,0.253024,-0.000251,0.001553,-0.161906,0.000009,0.000027,0.340557,0.751126,0.738085,0.013041,0.399189,0.997928,0.048776,0.000043
383,403,830664.6972,1680753,-15.670073,1.540753,-10.170401,0.36743,0.120438,3.050786,-0.13046,0.041769,-3.123346,0.001207,0.00147,0.820926,-0.014532,0.005604,-2.592949,1.563049,0.055823,28.000239,3.888631,0.774374,5.021644,0.001181,0.004386,0.269191,-0.008778,0.003464,-2.533874,0.000405,0.002366,0.17102,-0.00002,0.000089,-0.225941,0.000209,0.001256,0.166535,0.000015,0.000032,0.465421,-0.345519,-0.340482,-0.005037,-0.154137,0.981941,0.048066,0.000006
384,404,842664.6972,1693753,-28.342273,1.033576,-27.421571,0.917104,0.039056,23.481571,-0.314669,0.039333,-8.000126,-0.001442,0.000909,-1.586034,-0.024917,0.00551,-4.522016,1.251961,0.033987,36.836175,11.529365,0.575307,20.040383,-0.022028,0.004285,-5.140423,-0.009149,0.004359,-2.09874,-0.007995,0.002281,-3.504945,-0.000131,0.000078,-1.683992,0.005381,0.001502,3.581844,0.000128,0.00003,4.218574,-0.105242,-0.061364,-0.043878,-1.34405,0.986781,0.050094,0.000499
385,405,831664.6972,1691753,-22.694907,1.0239,-22.165169,0.529235,0.040288,13.136228,-0.012908,0.039546,-0.326392,0.00625,0.000796,7.853152,-0.006541,0.005512,-1.186726,1.303445,0.029752,43.810174,7.639161,0.553149,13.810309,-0.008885,0.004513,-1.968737,-0.013507,0.00325,-4.155721,-0.005483,0.002249,-2.437442,0.000033,0.000077,0.422724,0.00275,0.001404,1.958894,0.000134,0.000028,4.775774,-0.488626,-0.474381,-0.014245,-0.442194,0.985486,0.075099,0.000083
386,406,842664.6972,1700753,-29.088248,1.095738,-26.546716,0.742737,0.025327,29.325597,-0.082096,0.03945,-2.080986,0.002603,0.000936,2.779567,0.009612,0.005123,1.876104,1.02404,0.029483,34.733253,12.007281,0.590262,20.342307,-0.004534,0.004638,-0.977533,-0.006083,0.00453,-1.342912,-0.001869,0.002387,-0.782938,0.000298,0.000078,3.822511,0.008476,0.002551,3.323236,-0.000007,0.000031,-0.21691,0.085143,0.080257,0.004886,0.149673,0.983821,0.050093,0.000006
387,407,884772.2517,1707992.537,-25.880459,2.041497,-12.677198,-0.543001,0.076277,-7.118782,-0.004874,0.044193,-0.110281,0.003923,0.001018,3.853066,-0.058078,0.009998,-5.808864,0.883128,0.021252,41.554276,10.71574,1.02259,10.479024,0.000859,0.004044,0.212426,-0.000955,0.003942,-0.242292,0.002053,0.002587,0.793583,0.000071,0.000121,0.583876,0.000541,0.001505,0.359099,0.000008,0.000032,0.233602,1.513087,1.513095,-0.000007,-0.000227,0.992921,0.09615,0
388,408,843630.1191,1718297.057,-33.371172,1.373292,-24.300123,0.22127,0.01581,13.995623,-0.032222,0.043627,-0.738578,0.007015,0.00127,5.523084,0.074805,0.004712,15.876928,0.907597,0.03266,27.789154,14.057517,0.734938,19.127476,-0.017719,0.0048,-3.691464,-0.001516,0.004051,-0.374203,0.001572,0.002209,0.71142,-0.000034,0.000091,-0.375983,0.002952,0.003839,0.76893,-0.000145,0.000028,-5.088989,0.223451,0.248064,-0.024612,-0.761,0.967636,0.067719,0.00022
389,409,816664.6972,1681753,-4.143061,2.655168,-1.560376,1.045283,0.337545,3.096724,-0.001342,0.045092,-0.029763,-0.000047,0.000844,-0.055545,-0.011143,0.010714,-1.040067,1.661664,0.09511,17.470907,-2.212355,1.436187,-1.540437,0.000712,0.004946,0.143984,-0.00203,0.003719,-0.545991,0.000334,0.002366,0.141267,-0.000076,0.000101,-0.750064,-0.000412,0.001249,-0.329765,-0.000045,0.00004,-1.121694,-0.207416,-0.210708,0.003292,0.100072,0.830074,0.035713,0.000002
390,410,867664.6972,1698753,-28.337046,0.969574,-29.22627,-0.487185,0.080048,-6.086125,-0.016115,0.043973,-0.366483,0.000593,0.001172,0.505426,-0.013417,0.01066,-1.258652,0.791158,0.008064,98.110271,12.554567,0.424839,29.551318,0.002425,0.004318,0.561626,-0.005884,0.004215,-1.395843,0.000703,0.002488,0.282386,0.000108,0.000102,1.061872,0.000384,0.001798,0.21346,-0.000011,0.000032,-0.347447,0.939335,0.944614,-0.005279,-0.161684,0.99576,0.049807,0.000007
391,411,841664.6972,1694753,-26.640456,1.077038,-24.734936,0.896614,0.033866,26.47502,-0.277951,0.038627,-7.195865,-0.001343,0.000872,-1.538987,-0.019297,0.005612,-3.438371,1.246758,0.033564,37.145921,10.641942,0.595629,17.866734,-0.022354,0.00438,-5.104171,-0.011356,0.004298,-2.641974,-0.007944,0.002307,-3.442571,-0.000065,0.000078,-0.83109,0.006429,0.001555,4.135398,0.000128,0.000031,4.174441,-0.043506,0.041466,-0.084972,-2.639333,0.983938,0.076185,0.003011
392,412,844664.6972,1711753,-26.276454,1.309137,-20.07159,0.281028,0.020017,14.039312,0.067394,0.042866,1.572196,0.01114,0.001107,10.06553,0.029107,0.00432,6.737187,1.052893,0.029542,35.640203,9.585855,0.695993,13.772917,-0.017866,0.005005,-3.56967,-0.009991,0.004382,-2.279823,0.000398,0.002264,0.175811,-0.000027,0.000088,-0.304417,0.00997,0.003381,2.948535,-0.00013,0.000032,-4.01826,0.475827,0.509698,-0.03387,-1.03753,0.973689,0.050155,0.000298
