Area_num, Area_key, x_coord, y_coord, est_Intercept, se_Intercept, t_Intercept, est_LD, se_LD, t_LD, est_NDVI, se_NDVI, t_NDVI, est_RF, se_RF, t_RF, est_GP, se_GP, t_GP, est_CC1, se_CC1, t_CC1, est_TDS1, se_TDS1, t_TDS1, est_Sl1, se_Sl1, t_Sl1, est_DD1, se_DD1, t_DD1, est_Lf1, se_Lf1, t_Lf1, est_STC1, se_STC1, t_STC1, est_LULC1, se_LULC1, t_LULC1, est_Geol1, se_Geol1, t_Geol1, y, yhat, residual, std_residual, localR2, influence, CooksD
0,1,833664.6972,1708753,-6.70267,1.347844,-4.972882,0.358055,0.018077,19.807473,0.201058,0.041873,4.80166,0.012086,0.000895,13.501965,-0.062008,0.008168,-7.591526,1.583663,0.035214,44.972519,-1.926049,0.789084,-2.440865,-0.007731,0.005022,-1.53946,0.031628,0.004114,7.688522,-0.001241,0.002268,-0.547377,0.000287,0.000097,2.94679,-0.003599,0.005369,-0.670357,-0.000257,0.000034,-7.45616,0.092106,0.052607,0.039499,1.208912,0.967468,0.048504,0.00039
1,2,855664.6972,1671753,44.050705,5.055345,8.713689,-6.225654,0.362648,-17.167208,-0.012054,0.042074,-0.286505,0.003292,0.000984,3.347362,-0.011594,0.00511,-2.268895,1.861512,0.064779,28.736228,-27.415645,2.675856,-10.245562,0.005431,0.005055,1.07444,-0.002585,0.004744,-0.544828,-0.009581,0.002569,-3.729115,-0.000001,0.000127,-0.005796,-0.009738,0.00257,-3.788503,0.00024,0.00004,5.976035,0.732012,0.742392,-0.01038,-0.31877,0.978662,0.054908,0.000031
2,3,848664.6972,1713753,-46.993755,1.629749,-28.834959,0.167695,0.024382,6.877714,0.054837,0.045298,1.210599,0.020261,0.001386,14.622011,0.029118,0.004379,6.649465,0.595626,0.033201,17.940204,20.551308,0.837747,24.531645,-0.009083,0.004968,-1.828066,0.007279,0.004534,1.605284,-0.003851,0.002289,-1.682766,0.000023,0.000088,0.265315,0.003749,0.002987,1.254983,0.000055,0.000031,1.788458,0.273854,0.275571,-0.001718,-0.052596,0.982153,0.04926,0.000001
3,5,862664.6972,1701753,-19.372076,0.980261,-19.762166,0.005648,0.057862,0.097606,0.034768,0.041257,0.84272,-0.01488,0.000962,-15.465251,-0.021569,0.009408,-2.2926,0.706882,0.008293,85.238916,9.713955,0.438408,22.157342,0.000159,0.004116,0.038539,0.002167,0.003905,0.554947,0.002897,0.002338,1.239075,0.000078,0.000085,0.912033,0.004913,0.001633,3.008592,0.000021,0.000027,0.794803,0.361009,0.362464,-0.001455,-0.056295,0.991132,0.404839,0.000011
4,6,877630.4207,1712571.825,-24.058376,2.310685,-10.411796,-0.499605,0.068921,-7.248908,-0.048635,0.04312,-1.127888,0.004299,0.001004,4.280551,-0.065633,0.009661,-6.793967,0.923716,0.02567,35.984665,9.637921,1.184396,8.137418,0.003789,0.003974,0.953559,0.000014,0.003725,0.003795,0.001873,0.002487,0.753428,0.000047,0.000109,0.434381,0.000084,0.001456,0.057695,-0.000021,0.00003,-0.695033,1.32013,1.312966,0.007163,0.217291,0.994522,0.031328,0.000008
5,7,839664.6972,1680753,-24.901583,1.220885,-20.396344,1.08646,0.062218,17.462234,-0.07868,0.042844,-1.836453,-0.00645,0.001257,-5.129832,-0.018797,0.005686,-3.305585,1.157278,0.024183,47.855793,10.473354,0.560777,18.676518,-0.010308,0.004684,-2.200539,0.007774,0.003397,2.288537,0.000399,0.00241,0.165677,0.000089,0.000094,0.945789,0.001756,0.001294,1.356927,-0.000024,0.000036,-0.667589,0.100707,0.113932,-0.013226,-0.408277,0.991292,0.064701,0.00006
6,8,873664.6972,1701753,-27.520606,1.332776,-20.649092,-0.59917,0.073856,-8.112635,-0.02332,0.042425,-0.549676,0.003984,0.001164,3.421518,-0.016056,0.009377,-1.712352,0.864288,0.00886,97.547194,11.598394,0.606774,19.114839,-0.000337,0.00415,-0.081149,-0.00606,0.003995,-1.516756,0.000572,0.002511,0.227715,0.000024,0.000099,0.241844,-0.000373,0.001539,-0.242133,-0.000003,0.00003,-0.108492,1.215887,1.210041,0.005846,0.183211,0.998039,0.092615,0.000018
7,9,837664.6972,1714753,-8.406773,1.458825,-5.7627,0.183623,0.015937,11.521842,0.188427,0.047327,3.981347,0.01215,0.001058,11.486853,0.022166,0.005834,3.799153,1.516943,0.03599,42.148514,-0.968228,0.824756,-1.173957,-0.019983,0.005271,-3.791303,0.023377,0.004587,5.095905,0.009343,0.002404,3.887062,-0.000147,0.000105,-1.393162,-0.003635,0.005978,-0.608073,-0.000226,0.000036,-6.36345,0.567856,0.460012,0.107844,3.293161,0.953248,0.044169,0.002626
8,10,827687.3125,1703770.704,-12.097421,1.122104,-10.781016,0.495323,0.019799,25.017367,0.086213,0.038301,2.250914,0.007693,0.00081,9.501602,0.001879,0.005144,0.365231,1.383694,0.030093,45.979989,1.783494,0.654502,2.724964,-0.001867,0.004895,-0.38141,0.010259,0.003545,2.893993,-0.004668,0.002166,-2.155358,0.000113,0.000089,1.274344,0.004533,0.00445,1.018495,-0.000093,0.000031,-3.040617,0.097234,0.111547,-0.014313,-0.443295,0.983063,0.070889,0.000079
9,11,854664.6972,1709753,-34.867127,1.095629,-31.823836,0.112775,0.038244,2.948863,0.144909,0.044495,3.256778,-0.00059,0.000878,-0.671993,-0.031766,0.005408,-5.873761,0.70782,0.020265,34.928224,16.228061,0.559123,29.024122,0.009964,0.004883,2.040508,0.009531,0.004116,2.31527,-0.008971,0.002244,-3.996819,0.000229,0.00008,2.875684,0.005849,0.002057,2.843111,0.000227,0.000026,8.710626,0.168854,0.175776,-0.006922,-0.210822,0.972858,0.039063,0.000009
10,12,827870.6816,1703116.677,-12.467228,1.059292,-11.769394,0.498404,0.01905,26.163166,0.071635,0.036689,1.952531,0.006917,0.000748,9.253053,0.000715,0.004931,0.14498,1.385217,0.028575,48.476957,2.049997,0.613689,3.34045,-0.002276,0.004674,-0.487018,0.008472,0.00338,2.506271,-0.004612,0.002087,-2.210166,0.000115,0.000084,1.374656,0.005296,0.00381,1.390293,-0.000069,0.000029,-2.408016,0.087134,0.102552,-0.015419,-0.486038,0.983821,0.103036,0.000142
11,13,843664.6972,1694753,-30.638088,1.000582,-30.62026,1.042457,0.036617,28.469496,-0.325416,0.039336,-8.27267,-0.003902,0.000896,-4.355374,-0.013531,0.00558,-2.425063,1.128543,0.030373,37.155607,13.275226,0.539846,24.590766,-0.020933,0.00425,-4.925241,-0.008218,0.004483,-1.833049,-0.007422,0.002238,-3.315781,-0.000123,0.000078,-1.577903,0.005675,0.001565,3.625867,0.000108,0.000031,3.531321,-0.100284,-0.056796,-0.043488,-1.325795,0.986614,0.041016,0.000394
12,14,866664.6972,1697753,-28.068111,0.894289,-31.385965,-0.395957,0.082099,-4.822952,0.006673,0.042591,0.156678,-0.001426,0.001194,-1.194733,-0.011833,0.009774,-1.21064,0.760638,0.008456,89.951818,12.692884,0.387825,32.728401,0.002114,0.00438,0.482663,-0.001738,0.004153,-0.418595,0.001983,0.002485,0.797923,0.000143,0.000103,1.387999,0.000068,0.001856,0.036794,-0.000033,0.000033,-1.020888,0.900453,0.911982,-0.011529,-0.356058,0.994795,0.065543,0.000047
13,15,835664.6972,1701753,-16.706283,1.255443,-13.307085,0.658552,0.022541,29.215293,0.02414,0.039276,0.614631,0.000025,0.000979,0.025591,0.002507,0.005362,0.467603,1.349207,0.034362,39.264518,5.026442,0.709919,7.080303,-0.001471,0.00488,-0.30152,0.00936,0.004096,2.285413,-0.001845,0.002324,-0.793927,0.000269,0.000087,3.094026,0.005773,0.004107,1.405807,-0.000128,0.000034,-3.784508,-0.141373,-0.129258,-0.012114,-0.368364,0.972128,0.036011,0.000027
14,16,832664.6972,1680753,-15.243463,1.612035,-9.456038,0.256852,0.110191,2.330969,-0.118232,0.041941,-2.81899,-0.001532,0.001628,-0.940867,-0.014372,0.005447,-2.638705,1.618447,0.055126,29.359019,3.80967,0.797055,4.779685,-0.000713,0.004495,-0.15859,-0.006849,0.003468,-1.974735,0.000443,0.002385,0.185627,0.00002,0.000088,0.229151,-0.000132,0.001284,-0.103112,0.000007,0.000035,0.194768,-0.342738,-0.341824,-0.000913,-0.028391,0.986129,0.077869,0
15,17,884664.6972,1716753,-23.434428,3.169568,-7.393572,-0.212691,0.090588,-2.347904,-0.070151,0.054706,-1.28231,0.005925,0.0012,4.936233,-0.034838,0.010822,-3.219262,1.006617,0.045503,22.12196,8.877898,1.681632,5.279333,0.003466,0.004883,0.70991,0.0012,0.004238,0.283185,0.001636,0.003005,0.544263,0.000021,0.000148,0.143061,0.000856,0.001826,0.468836,0.000014,0.000041,0.344583,1.094239,1.063511,0.030728,1.013582,0.991728,0.180822,0.001188
16,18,840664.6972,1716753,-20.265222,1.388604,-14.593951,0.213988,0.015985,13.38638,0.023582,0.045271,0.520909,0.006687,0.001241,5.387012,0.079004,0.005176,15.263396,1.201736,0.035487,33.864364,6.535914,0.761105,8.587402,-0.01842,0.005033,-3.659985,0.005334,0.004275,1.247577,0.004453,0.002331,1.910062,-0.000136,0.0001,-1.353994,0.001774,0.005048,0.351501,-0.000196,0.000033,-5.993587,0.250436,0.169317,0.081119,2.474709,0.957684,0.042324,0.001418
17,19,854664.6972,1714753,-39.943927,1.613373,-24.758017,0.029905,0.041059,0.728331,0.101777,0.0489,2.081343,0.001489,0.001152,1.293023,-0.021047,0.005592,-3.76363,0.781,0.030967,25.220442,18.423953,0.852393,21.614391,0.00114,0.005627,0.202572,-0.009846,0.004533,-2.171961,-0.004315,0.002575,-1.675643,0.000127,0.000096,1.316743,0.004789,0.002028,2.361678,0.000151,0.00003,5.018549,0.208665,0.218804,-0.01014,-0.316897,0.981665,0.087538,0.00005
18,20,844664.6972,1702753,-37.158238,1.123292,-33.079762,0.607941,0.025269,24.058719,-0.055823,0.04001,-1.395227,0.009475,0.000921,10.287992,0.005111,0.004689,1.090011,0.777108,0.028367,27.394321,16.124804,0.6017,26.798757,0.002946,0.00459,0.64181,-0.000045,0.004564,-0.009831,-0.003254,0.002366,-1.375366,0.000323,0.000076,4.244364,0.00783,0.002775,2.821367,0.000017,0.00003,0.581787,0.228033,0.248804,-0.020771,-0.644062,0.985787,0.072972,0.000171
19,21,848664.6972,1678753,-39.047061,1.129416,-34.572801,0.863473,0.086362,9.998341,-0.162319,0.048937,-3.316886,0.008741,0.000644,13.584068,-0.009235,0.003913,-2.360197,0.833694,0.020154,41.366719,17.078663,0.579964,29.447814,0.009318,0.004214,2.210966,0.036215,0.003664,9.883887,-0.005657,0.002095,-2.700026,0.00044,0.000086,5.13225,-0.002726,0.001848,-1.475423,0.000207,0.000034,6.125326,0.340443,0.310598,0.029845,0.946142,0.991626,0.113164,0.000599
20,22,870664.6972,1701753,-29.213301,1.356389,-21.537549,-0.599942,0.078547,-7.638005,-0.043287,0.04465,-0.969478,0.00482,0.001243,3.879225,-0.006185,0.0108,-0.572672,0.855088,0.008348,102.43405,12.406034,0.609779,20.345121,0.00004,0.004317,0.00924,-0.008148,0.004175,-1.951614,-0.000052,0.002535,-0.020515,0.000028,0.000099,0.277298,-0.000117,0.001639,-0.071673,0.000006,0.000029,0.209931,1.078517,1.089213,-0.010696,-0.332526,0.997779,0.07784,0.000049
21,23,854664.6972,1699753,-57.42733,0.975067,-58.895757,0.51861,0.046125,11.243672,0.155013,0.04185,3.704038,0.009067,0.001013,8.951512,-0.017576,0.004879,-3.602331,0.090591,0.017771,5.097699,28.446979,0.457664,62.156869,0.001485,0.004222,0.351736,0.016984,0.004162,4.080613,-0.003959,0.002255,-1.755512,0.000272,0.00008,3.388089,-0.003161,0.001813,-1.743484,0.000128,0.000028,4.51235,0.086214,0.058876,0.027338,0.869522,0.979627,0.118955,0.000535
22,24,835664.6972,1696753,-20.08689,1.192414,-16.845565,0.688995,0.03106,22.182613,-0.009017,0.039538,-0.228052,0.002646,0.000842,3.142116,-0.002082,0.005071,-0.410585,1.305153,0.033291,39.204919,6.632727,0.662033,10.018726,-0.007998,0.005021,-1.592984,-0.005861,0.003991,-1.468478,-0.004506,0.002458,-1.833391,0.000158,0.000085,1.862439,0.007106,0.002058,3.453506,0.00005,0.000032,1.555316,-0.496264,-0.468324,-0.027941,-0.851846,0.983585,0.041119,0.000163
23,25,859664.6972,1693753,-42.523449,0.828907,-51.300652,0.31101,0.081399,3.82079,0.102584,0.039229,2.615014,-0.001272,0.001178,-1.079559,0.023077,0.00382,6.040768,0.417489,0.01319,31.652628,20.96798,0.374308,56.018059,-0.009303,0.004164,-2.234099,0.006529,0.003915,1.667605,-0.000064,0.002205,-0.029088,-0.000052,0.000097,-0.538385,-0.004197,0.001754,-2.393151,0.000077,0.000031,2.504391,0.891942,0.902329,-0.010387,-0.322294,0.993208,0.074283,0.000044
24,26,851664.6972,1708753,-41.998343,1.265879,-33.177213,0.253626,0.031837,7.96645,0.160716,0.042691,3.764673,0.008897,0.000966,9.208743,-0.014739,0.004478,-3.291472,0.560982,0.026251,21.370157,19.300423,0.654831,29.473916,0.02098,0.004798,4.372492,0.024517,0.004279,5.728927,-0.011096,0.002264,-4.900266,0.000248,0.000078,3.173762,0.002241,0.00267,0.839389,0.000227,0.000027,8.396355,-0.396958,-0.378448,-0.018511,-0.582933,0.977276,0.101282,0.000201
25,27,849664.6972,1718753,-47.285215,1.756303,-26.923147,0.166839,0.023507,7.097464,0.003308,0.049568,0.066736,0.012452,0.001441,8.639679,0.049101,0.00519,9.460606,0.608534,0.033279,18.285963,21.470859,0.91149,23.555777,-0.013183,0.005313,-2.481547,-0.000846,0.00444,-0.190593,-0.001007,0.002434,-0.41384,0.000092,0.000094,0.976169,0.004588,0.00248,1.85,0.000057,0.00003,1.913316,0.168502,0.195791,-0.02729,-0.833443,0.980631,0.044425,0.000169
26,28,851664.6972,1676753,-19.479983,2.103308,-9.261594,-0.629418,0.130152,-4.836042,-0.098795,0.044321,-2.229092,0.008342,0.0006,13.90883,-0.008932,0.004101,-2.178025,1.062703,0.030077,35.332336,6.564598,1.109186,5.918394,0.014477,0.004209,3.439154,0.023644,0.003847,6.145411,-0.008282,0.002151,-3.850891,0.000285,0.000089,3.212259,-0.009045,0.002213,-4.087913,0.000267,0.000032,8.324067,0.461833,0.479403,-0.01757,-0.536747,0.990108,0.044919,0.000071
27,29,855664.6972,1678753,-9.29528,2.093156,-4.440797,-2.445078,0.156978,-15.575942,-0.067219,0.040751,-1.649488,0.010179,0.000621,16.399239,0.003983,0.003406,1.169627,1.349489,0.031758,42.49249,0.43391,1.11185,0.39026,0.004284,0.004349,0.985109,-0.012534,0.004247,-2.950991,-0.005763,0.002173,-2.652717,0.000257,0.000098,2.634245,-0.01307,0.002536,-5.153467,0.000211,0.000036,5.841277,0.817142,0.782736,0.034406,1.063266,0.987347,0.066733,0.000424
28,30,852664.6972,1679753,-22.248202,1.503862,-14.794044,-0.822722,0.104118,-7.901805,-0.107202,0.044766,-2.394726,0.009063,0.000585,15.503991,0.004206,0.003469,1.212469,1.143683,0.024241,47.180598,7.66586,0.790768,9.694192,0.010513,0.004108,2.559391,0.013582,0.003853,3.524626,-0.004459,0.00206,-2.164676,0.000552,0.00009,6.147414,-0.008779,0.002188,-4.011964,0.000212,0.000033,6.477253,0.746688,0.734925,0.011763,0.35796,0.990815,0.037484,0.000026
29,31,857664.6972,1672753,23.470641,3.613573,6.495134,-4.818526,0.246876,-19.518015,-0.036843,0.039159,-0.940859,0.008019,0.000783,10.24415,-0.009033,0.004327,-2.08751,1.677329,0.04833,34.705788,-16.885689,1.915318,-8.81613,0.000975,0.004908,0.198748,-0.0189,0.004436,-4.26077,-0.010196,0.002422,-4.209908,-0.000115,0.000115,-1.006108,-0.013299,0.002603,-5.109864,0.000283,0.000037,7.567207,0.731265,0.713039,0.018226,0.559734,0.977914,0.055006,0.000096
30,32,861664.6972,1691753,-38.185496,0.872528,-43.764212,-0.331676,0.105387,-3.147208,0.050816,0.040867,1.243452,0.004201,0.001412,2.976444,0.017964,0.003864,4.649575,0.609764,0.014078,43.314802,17.701883,0.39676,44.616146,-0.00728,0.004479,-1.625451,0.003338,0.003958,0.843461,0.000589,0.002331,0.252517,0.000008,0.000114,0.070506,-0.003505,0.001856,-1.888286,0.000065,0.000035,1.840258,1.0716,1.067096,0.004504,0.141433,0.994823,0.096244,0.000011
31,33,840664.6972,1689753,-28.120784,0.954243,-29.469191,0.559623,0.057295,9.767415,-0.202644,0.039557,-5.122813,0.002725,0.000924,2.949371,0.000959,0.006336,0.151427,1.345242,0.037449,35.922412,10.707737,0.552862,19.367828,-0.019579,0.00445,-4.400251,-0.006329,0.004113,-1.538889,-0.002482,0.002292,-1.082795,-0.000109,0.000077,-1.412418,0.003053,0.001341,2.277117,0.000108,0.000031,3.437148,-0.254635,-0.194354,-0.060281,-1.858543,0.989219,0.062375,0.001204
32,34,827664.6972,1714753,-2.556933,1.489832,-1.716256,-0.022106,0.020473,-1.079748,0.318274,0.053215,5.980956,0.033537,0.001134,29.582023,-0.098992,0.0088,-11.249013,1.550223,0.039992,38.763114,-6.074699,0.903955,-6.720138,-0.006488,0.005719,-1.134355,0.026243,0.00452,5.805473,-0.00875,0.002549,-3.43275,-0.000064,0.000119,-0.539626,-0.012739,0.007307,-1.743541,-0.000036,0.000041,-0.869591,0.398396,0.325732,0.072664,2.260656,0.958217,0.079153,0.002302
33,35,847698.0878,1672781.462,-38.94832,1.206567,-32.280284,1.143437,0.068056,16.801529,-0.037893,0.041842,-0.905628,0.006505,0.000556,11.706839,-0.025293,0.005361,-4.717562,0.723179,0.021204,34.105379,17.548405,0.626365,28.016263,0.01232,0.004175,2.951093,0.025622,0.00338,7.579652,-0.008883,0.002162,-4.108699,-0.000045,0.000096,-0.468175,-0.004299,0.001919,-2.240218,0.000284,0.000032,8.891947,0.1787,0.20245,-0.02375,-0.740983,0.990349,0.084356,0.000265
34,36,813663.9944,1672753.793,-8.477637,1.150289,-7.370003,0.821848,0.161517,5.088307,-0.027711,0.044154,-0.627609,-0.00109,0.00087,-1.252841,-0.021792,0.007232,-3.013477,1.401657,0.086202,16.260196,0.817563,0.618013,1.32289,-0.00116,0.004758,-0.243825,-0.004457,0.003775,-1.18066,0.000932,0.002303,0.404818,-0.000069,0.000104,-0.66278,0.000258,0.001156,0.222745,-0.000022,0.00004,-0.550257,-0.223813,-0.221532,-0.002281,-0.070083,0.967473,0.055888,0.000002
35,37,861664.6972,1709753,-29.687343,1.32509,-22.404023,-0.173598,0.046428,-3.739047,0.045714,0.047445,0.963526,-0.003369,0.000936,-3.598231,-0.026984,0.008041,-3.355662,0.842474,0.010864,77.550185,13.505155,0.626824,21.545367,-0.003475,0.005063,-0.686402,-0.005914,0.003972,-1.488934,-0.001682,0.00245,-0.686404,0.000034,0.000085,0.399934,0.002214,0.001669,1.326726,0.000079,0.000027,2.923769,0.337765,0.331518,0.006247,0.192661,0.992033,0.062902,0.000013
36,38,839664.6972,1707753,-9.150931,1.371568,-6.671873,0.452865,0.017168,26.378576,0.150103,0.040316,3.723178,0.006271,0.000875,7.167027,-0.031332,0.004696,-6.672488,1.55733,0.033892,45.949849,-0.056541,0.767057,-0.073711,-0.013842,0.004646,-2.979566,0.003764,0.004534,0.830255,0.003735,0.002232,1.673372,0.00023,0.00009,2.551632,0.006611,0.004498,1.469963,-0.00028,0.00003,-9.210479,-0.285081,-0.36238,0.077299,2.422765,0.971943,0.092707,0.003143
37,39,876664.6972,1702753,-24.625399,1.435044,-17.160029,-0.597144,0.072717,-8.211872,-0.000292,0.042702,-0.006829,0.002526,0.001108,2.280596,-0.061441,0.007813,-7.86344,0.880017,0.010633,82.761581,10.23444,0.670779,15.25754,0.000133,0.003912,0.033921,-0.002805,0.003637,-0.771265,0.001338,0.002524,0.530214,0.000039,0.000102,0.382742,-0.000253,0.001482,-0.170398,-0.00001,0.00003,-0.326055,1.343565,1.333983,0.009582,0.299051,0.997181,0.084977,0.000044
38,40,853664.6972,1701753,-57.181991,0.953984,-59.940207,0.516249,0.040138,12.861995,0.154423,0.040411,3.821333,0.010188,0.000953,10.695917,-0.021471,0.004963,-4.325877,0.100223,0.017835,5.619357,28.185512,0.453737,62.118561,0.008436,0.004289,1.96712,0.023322,0.004247,5.491265,-0.006402,0.002266,-2.82463,0.000369,0.000078,4.752143,-0.001145,0.001957,-0.585187,0.000183,0.000029,6.411392,0.271705,0.211981,0.059724,1.829788,0.971241,0.050458,0.000932
39,41,834664.6972,1693753,-21.978704,1.197628,-18.35187,0.662324,0.039978,16.56704,-0.027065,0.041396,-0.653799,0.004647,0.00087,5.343973,-0.003301,0.005159,-0.63998,1.283801,0.033172,38.701878,7.476515,0.658713,11.350191,-0.011822,0.004888,-2.418627,-0.011334,0.0039,-2.90643,-0.00582,0.00251,-2.318951,0.000086,0.000082,1.052046,0.004627,0.0017,2.721972,0.000114,0.000032,3.586818,-0.498546,-0.510463,0.011918,0.36928,0.984026,0.07172,0.000055
40,42,880664.6972,1707753,-23.31917,2.392897,-9.745162,-0.632727,0.102309,-6.184484,0.010131,0.046812,0.216425,0.003452,0.001097,3.146749,-0.081492,0.010889,-7.484002,0.900599,0.029715,30.307608,9.412485,1.221727,7.704248,0.000387,0.004111,0.09426,-0.001095,0.00409,-0.267704,0.002562,0.002681,0.955711,0.000088,0.000129,0.687088,0.000404,0.001558,0.259504,-0.000008,0.000032,-0.241389,1.59478,1.610855,-0.016075,-0.508434,0.992643,0.109101,0.000166
41,43,865664.6972,1692753,-32.991009,0.8059,-40.936862,-0.412475,0.093497,-4.411617,0.044592,0.040652,1.096919,0.001999,0.001396,1.431774,0.014903,0.004005,3.720799,0.722642,0.010517,68.710663,14.954767,0.343308,43.560832,-0.00271,0.00449,-0.603562,0.002358,0.004076,0.578534,0.002314,0.002421,0.955935,0.000139,0.000112,1.245944,-0.001745,0.001897,-0.919745,-0.000011,0.000034,-0.339546,0.672108,0.693449,-0.021341,-0.647397,0.995372,0.031487,0.000071
42,44,855664.6972,1703753,-48.035793,0.895232,-53.657393,0.28773,0.042313,6.80008,0.183032,0.040131,4.560861,0.004589,0.000872,5.261266,-0.034968,0.004761,-7.343945,0.27208,0.015473,17.584165,23.604365,0.42519,55.514804,0.002327,0.004356,0.534128,0.020607,0.004093,5.03511,-0.005449,0.002279,-2.390583,0.000282,0.000078,3.624799,0.003663,0.001875,1.954287,0.000194,0.000027,7.161858,0.194862,0.195358,-0.000496,-0.015732,0.963442,0.114915,0
43,45,826664.6972,1682753,-15.227436,1.243787,-12.242801,0.518758,0.119552,4.339175,-0.083425,0.044643,-1.868723,0.003673,0.001133,3.241138,-0.011083,0.005761,-1.923919,1.519747,0.045743,33.223384,3.504329,0.624467,5.611713,0.001957,0.004449,0.439875,-0.005544,0.003418,-1.622229,0.000498,0.002393,0.207898,-0.000082,0.000086,-0.951955,0.000417,0.001304,0.319646,-0.000012,0.000031,-0.384218,-0.261465,-0.254844,-0.006621,-0.206397,0.975021,0.0828,0.00002
44,46,856664.6972,1707753,-34.251035,0.921326,-37.175797,0.128211,0.040945,3.131268,0.146406,0.044165,3.315004,-0.004945,0.00075,-6.596417,-0.041254,0.005411,-7.624377,0.633201,0.012681,49.933271,16.551854,0.449332,36.836564,-0.001052,0.004756,-0.221183,0.007191,0.003976,1.808583,-0.006396,0.002211,-2.892962,0.000182,0.000079,2.31708,0.008337,0.001789,4.659774,0.000218,0.000026,8.459767,0.276666,0.281435,-0.004769,-0.145132,0.968445,0.037604,0.000004
45,47,858664.6972,1703753,-30.171058,0.876522,-34.421336,0.126372,0.047085,2.683876,0.136194,0.040451,3.366915,-0.008886,0.000815,-10.898115,-0.037369,0.005565,-6.715234,0.54053,0.010628,50.857757,15.082422,0.406209,37.129707,-0.009053,0.004284,-2.11317,0.007701,0.004013,1.919003,-0.000107,0.002252,-0.047429,0.000057,0.00008,0.714715,0.007873,0.00158,4.982182,0.000122,0.000026,4.659047,0.115289,0.110509,0.00478,0.146085,0.975099,0.045687,0.000005
46,48,844664.6972,1708753,-26.764681,1.270602,-21.06456,0.338885,0.021422,15.819817,0.100728,0.04249,2.370618,0.012569,0.000893,14.072892,0.005248,0.004037,1.299752,1.026429,0.029625,34.64754,9.771095,0.685086,14.262577,-0.008655,0.00484,-1.788096,-0.005421,0.004306,-1.259098,-0.000791,0.002236,-0.353905,0.000102,0.000083,1.215773,0.010182,0.003089,3.296727,-0.000069,0.000031,-2.212795,0.773041,0.783745,-0.010704,-0.32891,0.980261,0.056093,0.000034
47,49,885664.6972,1708753,-26.498303,1.986964,-13.336079,-0.522674,0.071763,-7.283372,-0.012376,0.043767,-0.282776,0.004124,0.001004,4.107724,-0.053338,0.009824,-5.429409,0.880463,0.019899,44.246375,11.018056,0.993088,11.094743,0.001208,0.004019,0.300466,-0.000776,0.003896,-0.199126,0.001903,0.002558,0.743671,0.000065,0.00012,0.540184,0.000537,0.001509,0.355854,0.000009,0.000033,0.287982,1.496404,1.497775,-0.001371,-0.042351,0.993034,0.065727,0.000001
48,50,848664.6972,1688753,-34.802354,0.956059,-36.4019,0.813422,0.072426,11.231102,-0.161355,0.043162,-3.738325,0.000722,0.001113,0.648673,-0.021306,0.0041,-5.196423,1.109567,0.025751,43.088553,14.972189,0.48347,30.968185,-0.008478,0.004037,-2.099961,0.01604,0.003837,4.180497,-0.001293,0.002149,-0.601993,0.000108,0.000081,1.333501,0.002199,0.00145,1.516026,0.000048,0.000031,1.537157,0.649063,0.631641,0.017421,0.529306,0.99464,0.034479,0.000052
49,52,826664.6972,1684753,-14.618202,1.285548,-11.371184,0.385722,0.10696,3.606227,-0.063899,0.046074,-1.386877,0.003676,0.001198,3.069737,-0.00785,0.005586,-1.405392,1.584361,0.043498,36.42346,3.018233,0.645547,4.675466,0.001338,0.004629,0.289038,-0.005424,0.003548,-1.528631,0.000411,0.002526,0.162525,-0.000088,0.000086,-1.016707,0.000328,0.00147,0.223072,-0.000011,0.000032,-0.356792,-0.253796,-0.256745,0.002949,0.094719,0.978865,0.136246,0.000007
50,53,846664.6972,1689753,-34.137337,0.926455,-36.847271,0.908202,0.065814,13.799622,-0.217915,0.043099,-5.056209,-0.00029,0.001086,-0.266717,-0.022661,0.003935,-5.758524,1.148317,0.027662,41.512999,14.638191,0.479239,30.544641,-0.010337,0.004146,-2.493476,0.010258,0.004062,2.525442,-0.002061,0.002188,-0.941896,-0.000065,0.000082,-0.795309,0.00389,0.001412,2.754183,0.000056,0.000032,1.771044,0.438307,0.412865,0.025441,0.777687,0.994382,0.046153,0.000153
51,54,863664.6972,1693753,-33.99449,0.828609,-41.025973,-0.342911,0.101871,-3.366118,0.067735,0.041446,1.634314,0.001197,0.001437,0.833027,0.017546,0.004221,4.156799,0.659012,0.011364,57.990838,15.714488,0.358606,43.821006,-0.004076,0.004562,-0.893381,0.005329,0.004223,1.26197,0.003169,0.00246,1.28834,0.000038,0.000111,0.340917,-0.002326,0.001938,-1.199883,-0.000015,0.000034,-0.422249,0.816255,0.832766,-0.016511,-0.51211,0.994299,0.073563,0.000109
52,55,862664.6972,1707753,-25.936309,1.248238,-20.778343,-0.217131,0.048059,-4.518024,0.054264,0.044553,1.217948,-0.005112,0.000926,-5.518553,-0.022637,0.008456,-2.67706,0.836074,0.009727,85.95175,11.767755,0.583156,20.179443,-0.002851,0.004691,-0.607666,-0.006168,0.003922,-1.572883,-0.001115,0.002388,-0.467066,0.000038,0.000082,0.461054,0.002448,0.001558,1.571019,0.000076,0.000027,2.855362,0.256955,0.227427,0.029528,1.201534,0.993962,0.461706,0.006489
